116.286285714,39.8416428571
116.318857143,39.8416428571
116.351428571,39.8416428571
116.384,39.8416428571
116.416571429,39.8416428571
116.449142857,39.8416428571
116.481714286,39.8416428571
116.286285714,39.8649285714
116.318857143,39.8649285714
116.351428571,39.8649285714
116.384,39.8649285714
116.416571429,39.8649285714
116.449142857,39.8649285714
116.481714286,39.8649285714
116.286285714,39.8882142857
116.318857143,39.8882142857
116.351428571,39.8882142857
116.384,39.8882142857
116.416571429,39.8882142857
116.449142857,39.8882142857
116.481714286,39.8882142857
116.286285714,39.9115
116.318857143,39.9115
116.351428571,39.9115
116.384,39.9115
116.416571429,39.9115
116.449142857,39.9115
116.481714286,39.9115
116.286285714,39.9347857143
116.318857143,39.9347857143
116.351428571,39.9347857143
116.384,39.9347857143
116.416571429,39.9347857143
116.449142857,39.9347857143
116.481714286,39.9347857143
116.286285714,39.9580714286
116.318857143,39.9580714286
116.351428571,39.9580714286
116.384,39.9580714286
116.416571429,39.9580714286
116.449142857,39.9580714286
116.481714286,39.9580714286
116.286285714,39.9813571429
116.318857143,39.9813571429
116.351428571,39.9813571429
116.384,39.9813571429
116.416571429,39.9813571429
116.449142857,39.9813571429
116.481714286,39.9813571429
